label,title,abstract,arxiv_id,primary_category,categories,published,arxiv_url,topic,list_name,found_in_arxiv_api,source_dataset,model_text,title_norm,abstract_norm,text_fingerprint
SURVEY,Survey on Publicly Available Sinhala Natural Language Processing Tools and Research,"Sinhala is the native language of the Sinhalese people who make up the largest ethnic group of Sri Lanka. The language belongs to the globe-spanning language tree, Indo-European. However, due to poverty in both linguistic and economic capital, Sinhala, in the perspective of Natural Language Processing tools and research, remains a resource-poor language which has neither the economic drive its cousin English has nor the sheer push of the law of numbers a language such as Chinese has. A number of research groups from Sri Lanka have noticed this dearth and the resultant dire need for proper tools and research for Sinhala natural language processing. However, due to various reasons, these attempts seem to lack coordination and awareness of each other. The objective of this paper is to fill that gap of a comprehensive literature survey of the publicly available Sinhala natural language tools and research so that the researchers working in this field can better utilize contributions of their peers. As such, we shall be uploading this paper to arXiv and perpetually update it periodically to reflect the advances made in the field.",1906.02358,cs.CL,cs.CL,2019-06-05T23:36:06Z,http://arxiv.org/abs/1906.02358v26,Resources and Evaluation,The NLP,1.0,survey,"Survey on Publicly Available Sinhala Natural Language Processing Tools and Research Survey on Publicly Available Sinhala Natural Language Processing Tools and Research Sinhala is the native language of the Sinhalese people who make up the largest ethnic group of Sri Lanka. The language belongs to the globe-spanning language tree, Indo-European. However, due to poverty in both linguistic and economic capital, Sinhala, in the perspective of Natural Language Processing tools and research, remains a resource-poor language which has neither the economic drive its cousin English has nor the sheer push of the law of numbers a language such as Chinese has. A number of research groups from Sri Lanka have noticed this dearth and the resultant dire need for proper tools and research for Sinhala natural language processing. However, due to various reasons, these attempts seem to lack coordination and awareness of each other. The objective of this paper is to fill that gap of a comprehensive literature survey of the publicly available Sinhala natural language tools and research so that the researchers working in this field can better utilize contributions of their peers. As such, we shall be uploading this paper to arXiv and perpetually update it periodically to reflect the advances made in the field.",survey on publicly available sinhala natural language processing tools and research,"sinhala is the native language of the sinhalese people who make up the largest ethnic group of sri lanka. the language belongs to the globe-spanning language tree, indo-european. however, due to poverty in both linguistic and economic capital, sinhala, in the perspective of natural language processing tools and research, remains a resource-poor language which has neither the economic drive its cousin english has nor the sheer push of the law of numbers a language such as chinese has. a number of research groups from sri lanka have noticed this dearth and the resultant dire need for proper tools and research for sinhala natural language processing. however, due to various reasons, these attempts seem to lack coordination and awareness of each other. the objective of this paper is to fill that gap of a comprehensive literature survey of the publicly available sinhala natural language tools and research so that the researchers working in this field can better utilize contributions of their peers. as such, we shall be uploading this paper to arxiv and perpetually update it periodically to reflect the advances made in the field.",8dc0a8a5ca900f7490af8deae9deff9a
SURVEY,Survey: Transformer based Video-Language Pre-training,"Inspired by the success of transformer-based pre-training methods on natural language tasks and further computer vision tasks, researchers have begun to apply transformer to video processing. This survey aims to give a comprehensive overview on transformer-based pre-training methods for Video-Language learning. We first briefly introduce the transformer tructure as the background knowledge, including attention mechanism, position encoding etc. We then describe the typical paradigm of pre-training & fine-tuning on Video-Language processing in terms of proxy tasks, downstream tasks and commonly used video datasets. Next, we categorize transformer models into Single-Stream and Multi-Stream structures, highlight their innovations and compare their performances. Finally, we analyze and discuss the current challenges and possible future research directions for Video-Language pre-training.",2109.0992,cs.CV,cs.CV,2021-09-21T02:36:06Z,http://arxiv.org/abs/2109.09920v1,Speech and Multimodality,The NLP,1.0,survey,"Survey: Transformer based Video-Language Pre-training Survey: Transformer based Video-Language Pre-training Inspired by the success of transformer-based pre-training methods on natural language tasks and further computer vision tasks, researchers have begun to apply transformer to video processing. This survey aims to give a comprehensive overview on transformer-based pre-training methods for Video-Language learning. We first briefly introduce the transformer tructure as the background knowledge, including attention mechanism, position encoding etc. We then describe the typical paradigm of pre-training & fine-tuning on Video-Language processing in terms of proxy tasks, downstream tasks and commonly used video datasets. Next, we categorize transformer models into Single-Stream and Multi-Stream structures, highlight their innovations and compare their performances. Finally, we analyze and discuss the current challenges and possible future research directions for Video-Language pre-training.",survey: transformer based video-language pre-training,"inspired by the success of transformer-based pre-training methods on natural language tasks and further computer vision tasks, researchers have begun to apply transformer to video processing. this survey aims to give a comprehensive overview on transformer-based pre-training methods for video-language learning. we first briefly introduce the transformer tructure as the background knowledge, including attention mechanism, position encoding etc. we then describe the typical paradigm of pre-training & fine-tuning on video-language processing in terms of proxy tasks, downstream tasks and commonly used video datasets. next, we categorize transformer models into single-stream and multi-stream structures, highlight their innovations and compare their performances. finally, we analyze and discuss the current challenges and possible future research directions for video-language pre-training.",531f68adee9fa1d6cc701d9cd54b0afd
SURVEY,VLP: A Survey on Vision-Language Pre-training,"In the past few years, the emergence of pre-training models has brought uni-modal fields such as computer vision (CV) and natural language processing (NLP) to a new era. Substantial works have shown they are beneficial for downstream uni-modal tasks and avoid training a new model from scratch. So can such pre-trained models be applied to multi-modal tasks? Researchers have explored this problem and made significant progress. This paper surveys recent advances and new frontiers in vision-language pre-training (VLP), including image-text and video-text pre-training. To give readers a better overall grasp of VLP, we first review its recent advances from five aspects: feature extraction, model architecture, pre-training objectives, pre-training datasets, and downstream tasks. Then, we summarize the specific VLP models in detail. Finally, we discuss the new frontiers in VLP. To the best of our knowledge, this is the first survey focused on VLP. We hope that this survey can shed light on future research in the VLP field.",2202.09061,cs.CV,cs.CL cs.CV,2022-02-18T07:54:02Z,http://arxiv.org/abs/2202.09061v4,Speech and Multimodality,The NLP,1.0,survey,"VLP: A Survey on Vision-Language Pre-training VLP: A Survey on Vision-Language Pre-training In the past few years, the emergence of pre-training models has brought uni-modal fields such as computer vision (CV) and natural language processing (NLP) to a new era. Substantial works have shown they are beneficial for downstream uni-modal tasks and avoid training a new model from scratch. So can such pre-trained models be applied to multi-modal tasks? Researchers have explored this problem and made significant progress. This paper surveys recent advances and new frontiers in vision-language pre-training (VLP), including image-text and video-text pre-training. To give readers a better overall grasp of VLP, we first review its recent advances from five aspects: feature extraction, model architecture, pre-training objectives, pre-training datasets, and downstream tasks. Then, we summarize the specific VLP models in detail. Finally, we discuss the new frontiers in VLP. To the best of our knowledge, this is the first survey focused on VLP. We hope that this survey can shed light on future research in the VLP field.",vlp: a survey on vision-language pre-training,"in the past few years, the emergence of pre-training models has brought uni-modal fields such as computer vision (cv) and natural language processing (nlp) to a new era. substantial works have shown they are beneficial for downstream uni-modal tasks and avoid training a new model from scratch. so can such pre-trained models be applied to multi-modal tasks? researchers have explored this problem and made significant progress. this paper surveys recent advances and new frontiers in vision-language pre-training (vlp), including image-text and video-text pre-training. to give readers a better overall grasp of vlp, we first review its recent advances from five aspects: feature extraction, model architecture, pre-training objectives, pre-training datasets, and downstream tasks. then, we summarize the specific vlp models in detail. finally, we discuss the new frontiers in vlp. to the best of our knowledge, this is the first survey focused on vlp. we hope that this survey can shed light on future research in the vlp field.",74867d3c7dd950594222a72d822ef694
SURVEY,A Survey of Syntactic-Semantic Parsing Based on Constituent and Dependency Structures,"Syntactic and semantic parsing has been investigated for decades, which is one primary topic in the natural language processing community. This article aims for a brief survey on this topic. The parsing community includes many tasks, which are difficult to be covered fully. Here we focus on two of the most popular formalizations of parsing: constituent parsing and dependency parsing. Constituent parsing is majorly targeted to syntactic analysis, and dependency parsing can handle both syntactic and semantic analysis. This article briefly reviews the representative models of constituent parsing and dependency parsing, and also dependency graph parsing with rich semantics. Besides, we also review the closely-related topics such as cross-domain, cross-lingual and joint parsing models, parser application as well as corpus development of parsing in the article.",2006.11056,cs.CL,cs.CL,2020-06-19T10:21:17Z,http://arxiv.org/abs/2006.11056v1,"Tagging, Chunking, Syntax and Parsing",The NLP,1.0,survey,"A Survey of Syntactic-Semantic Parsing Based on Constituent and Dependency Structures A Survey of Syntactic-Semantic Parsing Based on Constituent and Dependency Structures Syntactic and semantic parsing has been investigated for decades, which is one primary topic in the natural language processing community. This article aims for a brief survey on this topic. The parsing community includes many tasks, which are difficult to be covered fully. Here we focus on two of the most popular formalizations of parsing: constituent parsing and dependency parsing. Constituent parsing is majorly targeted to syntactic analysis, and dependency parsing can handle both syntactic and semantic analysis. This article briefly reviews the representative models of constituent parsing and dependency parsing, and also dependency graph parsing with rich semantics. Besides, we also review the closely-related topics such as cross-domain, cross-lingual and joint parsing models, parser application as well as corpus development of parsing in the article.",a survey of syntactic-semantic parsing based on constituent and dependency structures,"syntactic and semantic parsing has been investigated for decades, which is one primary topic in the natural language processing community. this article aims for a brief survey on this topic. the parsing community includes many tasks, which are difficult to be covered fully. here we focus on two of the most popular formalizations of parsing: constituent parsing and dependency parsing. constituent parsing is majorly targeted to syntactic analysis, and dependency parsing can handle both syntactic and semantic analysis. this article briefly reviews the representative models of constituent parsing and dependency parsing, and also dependency graph parsing with rich semantics. besides, we also review the closely-related topics such as cross-domain, cross-lingual and joint parsing models, parser application as well as corpus development of parsing in the article.",2b892c9d990fa133a7bae354705337ee
SURVEY,A Survey on Semantic Parsing,"A significant amount of information in today's world is stored in structured and semi-structured knowledge bases. Efficient and simple methods to query them are essential and must not be restricted to only those who have expertise in formal query languages. The field of semantic parsing deals with converting natural language utterances to logical forms that can be easily executed on a knowledge base. In this survey, we examine the various components of a semantic parsing system and discuss prominent work ranging from the initial rule based methods to the current neural approaches to program synthesis. We also discuss methods that operate using varying levels of supervision and highlight the key challenges involved in the learning of such systems.",1812.00978,cs.CL,cs.CL,2018-12-03T18:53:08Z,http://arxiv.org/abs/1812.00978v3,"Tagging, Chunking, Syntax and Parsing",The NLP,1.0,survey,"A Survey on Semantic Parsing A Survey on Semantic Parsing A significant amount of information in today's world is stored in structured and semi-structured knowledge bases. Efficient and simple methods to query them are essential and must not be restricted to only those who have expertise in formal query languages. The field of semantic parsing deals with converting natural language utterances to logical forms that can be easily executed on a knowledge base. In this survey, we examine the various components of a semantic parsing system and discuss prominent work ranging from the initial rule based methods to the current neural approaches to program synthesis. We also discuss methods that operate using varying levels of supervision and highlight the key challenges involved in the learning of such systems.",a survey on semantic parsing,"a significant amount of information in today's world is stored in structured and semi-structured knowledge bases. efficient and simple methods to query them are essential and must not be restricted to only those who have expertise in formal query languages. the field of semantic parsing deals with converting natural language utterances to logical forms that can be easily executed on a knowledge base. in this survey, we examine the various components of a semantic parsing system and discuss prominent work ranging from the initial rule based methods to the current neural approaches to program synthesis. we also discuss methods that operate using varying levels of supervision and highlight the key challenges involved in the learning of such systems.",b5b300b1c707612136c4922b99de7f42
SURVEY,"A Survey on Text-to-SQL Parsing: Concepts, Methods, and Future Directions","Text-to-SQL parsing is an essential and challenging task. The goal of text-to-SQL parsing is to convert a natural language (NL) question to its corresponding structured query language (SQL) based on the evidences provided by relational databases. Early text-to-SQL parsing systems from the database community achieved a noticeable progress with the cost of heavy human engineering and user interactions with the systems. In recent years, deep neural networks have significantly advanced this task by neural generation models, which automatically learn a mapping function from an input NL question to an output SQL query. Subsequently, the large pre-trained language models have taken the state-of-the-art of the text-to-SQL parsing task to a new level. In this survey, we present a comprehensive review on deep learning approaches for text-to-SQL parsing. First, we introduce the text-to-SQL parsing corpora which can be categorized as single-turn and multi-turn. Second, we provide a systematical overview of pre-trained language models and existing methods for text-to-SQL parsing. Third, we present readers with the challenges faced by text-to-SQL parsing and explore some potential future directions in this field.",2208.13629,cs.CL,cs.CL,2022-08-29T14:24:13Z,http://arxiv.org/abs/2208.13629v1,"Tagging, Chunking, Syntax and Parsing",The NLP,1.0,survey,"A Survey on Text-to-SQL Parsing: Concepts, Methods, and Future Directions A Survey on Text-to-SQL Parsing: Concepts, Methods, and Future Directions Text-to-SQL parsing is an essential and challenging task. The goal of text-to-SQL parsing is to convert a natural language (NL) question to its corresponding structured query language (SQL) based on the evidences provided by relational databases. Early text-to-SQL parsing systems from the database community achieved a noticeable progress with the cost of heavy human engineering and user interactions with the systems. In recent years, deep neural networks have significantly advanced this task by neural generation models, which automatically learn a mapping function from an input NL question to an output SQL query. Subsequently, the large pre-trained language models have taken the state-of-the-art of the text-to-SQL parsing task to a new level. In this survey, we present a comprehensive review on deep learning approaches for text-to-SQL parsing. First, we introduce the text-to-SQL parsing corpora which can be categorized as single-turn and multi-turn. Second, we provide a systematical overview of pre-trained language models and existing methods for text-to-SQL parsing. Third, we present readers with the challenges faced by text-to-SQL parsing and explore some potential future directions in this field.","a survey on text-to-sql parsing: concepts, methods, and future directions","text-to-sql parsing is an essential and challenging task. the goal of text-to-sql parsing is to convert a natural language (nl) question to its corresponding structured query language (sql) based on the evidences provided by relational databases. early text-to-sql parsing systems from the database community achieved a noticeable progress with the cost of heavy human engineering and user interactions with the systems. in recent years, deep neural networks have significantly advanced this task by neural generation models, which automatically learn a mapping function from an input nl question to an output sql query. subsequently, the large pre-trained language models have taken the state-of-the-art of the text-to-sql parsing task to a new level. in this survey, we present a comprehensive review on deep learning approaches for text-to-sql parsing. first, we introduce the text-to-sql parsing corpora which can be categorized as single-turn and multi-turn. second, we provide a systematical overview of pre-trained language models and existing methods for text-to-sql parsing. third, we present readers with the challenges faced by text-to-sql parsing and explore some potential future directions in this field.",4d64579e8ccbacd49dfa4a65e4cc9173
SURVEY,Design Challenges and Misconceptions in Neural Sequence Labeling,"We investigate the design challenges of constructing effective and efficient neural sequence labeling systems, by reproducing twelve neural sequence labeling models, which include most of the state-of-the-art structures, and conduct a systematic model comparison on three benchmarks (i.e. NER, Chunking, and POS tagging). Misconceptions and inconsistent conclusions in existing literature are examined and clarified under statistical experiments. In the comparison and analysis process, we reach several practical conclusions which can be useful to practitioners.",1806.0447,cs.CL,cs.CL,2018-06-12T12:43:42Z,http://arxiv.org/abs/1806.04470v2,"Tagging, Chunking, Syntax and Parsing",The NLP,1.0,survey,"Design Challenges and Misconceptions in Neural Sequence Labeling Design Challenges and Misconceptions in Neural Sequence Labeling We investigate the design challenges of constructing effective and efficient neural sequence labeling systems, by reproducing twelve neural sequence labeling models, which include most of the state-of-the-art structures, and conduct a systematic model comparison on three benchmarks (i.e. NER, Chunking, and POS tagging). Misconceptions and inconsistent conclusions in existing literature are examined and clarified under statistical experiments. In the comparison and analysis process, we reach several practical conclusions which can be useful to practitioners.",design challenges and misconceptions in neural sequence labeling,"we investigate the design challenges of constructing effective and efficient neural sequence labeling systems, by reproducing twelve neural sequence labeling models, which include most of the state-of-the-art structures, and conduct a systematic model comparison on three benchmarks (i.e. ner, chunking, and pos tagging). misconceptions and inconsistent conclusions in existing literature are examined and clarified under statistical experiments. in the comparison and analysis process, we reach several practical conclusions which can be useful to practitioners.",ad08728bf8655f9d97d397d17d6ded39
SURVEY,AutoML for Deep Recommender Systems: A Survey,"Recommender systems play a significant role in information filtering and have been utilized in different scenarios, such as e-commerce and social media. With the prosperity of deep learning, deep recommender systems show superior performance by capturing non-linear information and item-user relationships. However, the design of deep recommender systems heavily relies on human experiences and expert knowledge. To tackle this problem, Automated Machine Learning (AutoML) is introduced to automatically search for the proper candidates for different parts of deep recommender systems. This survey performs a comprehensive review of the literature in this field. Firstly, we propose an abstract concept for AutoML for deep recommender systems (AutoRecSys) that describes its building blocks and distinguishes it from conventional AutoML techniques and recommender systems. Secondly, we present a taxonomy as a classification framework containing feature selection search, embedding dimension search, feature interaction search, model architecture search, and other components search. Furthermore, we put a particular emphasis on the search space and search strategy, as they are the common thread to connect all methods within each category and enable practitioners to analyze and compare various approaches. Finally, we propose four future promising research directions that will lead this line of research.",2203.13922,cs.IR,cs.IR,2022-03-25T21:52:21Z,http://arxiv.org/abs/2203.13922v3,AutoML,The ML,1.0,survey,"AutoML for Deep Recommender Systems: A Survey AutoML for Deep Recommender Systems: A Survey Recommender systems play a significant role in information filtering and have been utilized in different scenarios, such as e-commerce and social media. With the prosperity of deep learning, deep recommender systems show superior performance by capturing non-linear information and item-user relationships. However, the design of deep recommender systems heavily relies on human experiences and expert knowledge. To tackle this problem, Automated Machine Learning (AutoML) is introduced to automatically search for the proper candidates for different parts of deep recommender systems. This survey performs a comprehensive review of the literature in this field. Firstly, we propose an abstract concept for AutoML for deep recommender systems (AutoRecSys) that describes its building blocks and distinguishes it from conventional AutoML techniques and recommender systems. Secondly, we present a taxonomy as a classification framework containing feature selection search, embedding dimension search, feature interaction search, model architecture search, and other components search. Furthermore, we put a particular emphasis on the search space and search strategy, as they are the common thread to connect all methods within each category and enable practitioners to analyze and compare various approaches. Finally, we propose four future promising research directions that will lead this line of research.",automl for deep recommender systems: a survey,"recommender systems play a significant role in information filtering and have been utilized in different scenarios, such as e-commerce and social media. with the prosperity of deep learning, deep recommender systems show superior performance by capturing non-linear information and item-user relationships. however, the design of deep recommender systems heavily relies on human experiences and expert knowledge. to tackle this problem, automated machine learning (automl) is introduced to automatically search for the proper candidates for different parts of deep recommender systems. this survey performs a comprehensive review of the literature in this field. firstly, we propose an abstract concept for automl for deep recommender systems (autorecsys) that describes its building blocks and distinguishes it from conventional automl techniques and recommender systems. secondly, we present a taxonomy as a classification framework containing feature selection search, embedding dimension search, feature interaction search, model architecture search, and other components search. furthermore, we put a particular emphasis on the search space and search strategy, as they are the common thread to connect all methods within each category and enable practitioners to analyze and compare various approaches. finally, we propose four future promising research directions that will lead this line of research.",c57b68c1cf0e2d0b92dca22ab75a7a1b
SURVEY,A survey of loss functions for semantic segmentation,"Image Segmentation has been an active field of research as it has a wide range of applications, ranging from automated disease detection to self-driving cars. In the past five years, various papers came up with different objective loss functions used in different cases such as biased data, sparse segmentation, etc. In this paper, we have summarized some of the well-known loss functions widely used for Image Segmentation and listed out the cases where their usage can help in fast and better convergence of a model. Furthermore, we have also introduced a new log-cosh dice loss function and compared its performance on the NBFS skull-segmentation open-source data-set with widely used loss functions. We also showcased that certain loss functions perform well across all data-sets and can be taken as a good baseline choice in unknown data distribution scenarios. Our code is available at Github: https://github.com/shruti-jadon/Semantic-Segmentation-Loss-Functions.",2006.14822,eess.IV,cs.CV cs.LG eess.IV,2020-06-26T06:49:18Z,http://arxiv.org/abs/2006.14822v4,Computer Vision,The ML,1.0,survey,"A survey of loss functions for semantic segmentation A survey of loss functions for semantic segmentation Image Segmentation has been an active field of research as it has a wide range of applications, ranging from automated disease detection to self-driving cars. In the past five years, various papers came up with different objective loss functions used in different cases such as biased data, sparse segmentation, etc. In this paper, we have summarized some of the well-known loss functions widely used for Image Segmentation and listed out the cases where their usage can help in fast and better convergence of a model. Furthermore, we have also introduced a new log-cosh dice loss function and compared its performance on the NBFS skull-segmentation open-source data-set with widely used loss functions. We also showcased that certain loss functions perform well across all data-sets and can be taken as a good baseline choice in unknown data distribution scenarios. Our code is available at Github: https://github.com/shruti-jadon/Semantic-Segmentation-Loss-Functions.",a survey of loss functions for semantic segmentation,"image segmentation has been an active field of research as it has a wide range of applications, ranging from automated disease detection to self-driving cars. in the past five years, various papers came up with different objective loss functions used in different cases such as biased data, sparse segmentation, etc. in this paper, we have summarized some of the well-known loss functions widely used for image segmentation and listed out the cases where their usage can help in fast and better convergence of a model. furthermore, we have also introduced a new log-cosh dice loss function and compared its performance on the nbfs skull-segmentation open-source data-set with widely used loss functions. we also showcased that certain loss functions perform well across all data-sets and can be taken as a good baseline choice in unknown data distribution scenarios. our code is available at github: https://github.com/shruti-jadon/semantic-segmentation-loss-functions.",4e50edcfd71490ef7c75f1eda5e278c2
SURVEY,A Survey of Automated Data Augmentation Algorithms for Deep Learning-based Image Classification Tasks,"In recent years, one of the most popular techniques in the computer vision community has been the deep learning technique. As a data-driven technique, deep model requires enormous amounts of accurately labelled training data, which is often inaccessible in many real-world applications. A data-space solution is Data Augmentation (DA), that can artificially generate new images out of original samples. Image augmentation strategies can vary by dataset, as different data types might require different augmentations to facilitate model training. However, the design of DA policies has been largely decided by the human experts with domain knowledge, which is considered to be highly subjective and error-prone. To mitigate such problem, a novel direction is to automatically learn the image augmentation policies from the given dataset using Automated Data Augmentation (AutoDA) techniques. The goal of AutoDA models is to find the optimal DA policies that can maximize the model performance gains. This survey discusses the underlying reasons of the emergence of AutoDA technology from the perspective of image classification. We identify three key components of a standard AutoDA model: a search space, a search algorithm and an evaluation function. Based on their architecture, we provide a systematic taxonomy of existing image AutoDA approaches. This paper presents the major works in AutoDA field, discussing their pros and cons, and proposing several potential directions for future improvements.",2206.06544,cs.CV,cs.CV,2022-06-14T01:40:09Z,http://arxiv.org/abs/2206.06544v2,Data Augmentation,The ML,1.0,survey,"A Survey of Automated Data Augmentation Algorithms for Deep Learning-based Image Classification Tasks A Survey of Automated Data Augmentation Algorithms for Deep Learning-based Image Classification Tasks In recent years, one of the most popular techniques in the computer vision community has been the deep learning technique. As a data-driven technique, deep model requires enormous amounts of accurately labelled training data, which is often inaccessible in many real-world applications. A data-space solution is Data Augmentation (DA), that can artificially generate new images out of original samples. Image augmentation strategies can vary by dataset, as different data types might require different augmentations to facilitate model training. However, the design of DA policies has been largely decided by the human experts with domain knowledge, which is considered to be highly subjective and error-prone. To mitigate such problem, a novel direction is to automatically learn the image augmentation policies from the given dataset using Automated Data Augmentation (AutoDA) techniques. The goal of AutoDA models is to find the optimal DA policies that can maximize the model performance gains. This survey discusses the underlying reasons of the emergence of AutoDA technology from the perspective of image classification. We identify three key components of a standard AutoDA model: a search space, a search algorithm and an evaluation function. Based on their architecture, we provide a systematic taxonomy of existing image AutoDA approaches. This paper presents the major works in AutoDA field, discussing their pros and cons, and proposing several potential directions for future improvements.",a survey of automated data augmentation algorithms for deep learning-based image classification tasks,"in recent years, one of the most popular techniques in the computer vision community has been the deep learning technique. as a data-driven technique, deep model requires enormous amounts of accurately labelled training data, which is often inaccessible in many real-world applications. a data-space solution is data augmentation (da), that can artificially generate new images out of original samples. image augmentation strategies can vary by dataset, as different data types might require different augmentations to facilitate model training. however, the design of da policies has been largely decided by the human experts with domain knowledge, which is considered to be highly subjective and error-prone. to mitigate such problem, a novel direction is to automatically learn the image augmentation policies from the given dataset using automated data augmentation (autoda) techniques. the goal of autoda models is to find the optimal da policies that can maximize the model performance gains. this survey discusses the underlying reasons of the emergence of autoda technology from the perspective of image classification. we identify three key components of a standard autoda model: a search space, a search algorithm and an evaluation function. based on their architecture, we provide a systematic taxonomy of existing image autoda approaches. this paper presents the major works in autoda field, discussing their pros and cons, and proposing several potential directions for future improvements.",ec2df3bb9f182c3f35c17e7455eca395
SURVEY,A Survey of Data Augmentation Approaches for NLP,"Data augmentation has recently seen increased interest in NLP due to more work in low-resource domains, new tasks, and the popularity of large-scale neural networks that require large amounts of training data. Despite this recent upsurge, this area is still relatively underexplored, perhaps due to the challenges posed by the discrete nature of language data. In this paper, we present a comprehensive and unifying survey of data augmentation for NLP by summarizing the literature in a structured manner. We first introduce and motivate data augmentation for NLP, and then discuss major methodologically representative approaches. Next, we highlight techniques that are used for popular NLP applications and tasks. We conclude by outlining current challenges and directions for future research. Overall, our paper aims to clarify the landscape of existing literature in data augmentation for NLP and motivate additional work in this area. We also present a GitHub repository with a paper list that will be continuously updated at https://github.com/styfeng/DataAug4NLP",2105.03075,cs.CL,cs.AI cs.CL cs.LG,2021-05-07T06:03:45Z,http://arxiv.org/abs/2105.03075v5,Data Augmentation,The ML,1.0,survey,"A Survey of Data Augmentation Approaches for NLP A Survey of Data Augmentation Approaches for NLP Data augmentation has recently seen increased interest in NLP due to more work in low-resource domains, new tasks, and the popularity of large-scale neural networks that require large amounts of training data. Despite this recent upsurge, this area is still relatively underexplored, perhaps due to the challenges posed by the discrete nature of language data. In this paper, we present a comprehensive and unifying survey of data augmentation for NLP by summarizing the literature in a structured manner. We first introduce and motivate data augmentation for NLP, and then discuss major methodologically representative approaches. Next, we highlight techniques that are used for popular NLP applications and tasks. We conclude by outlining current challenges and directions for future research. Overall, our paper aims to clarify the landscape of existing literature in data augmentation for NLP and motivate additional work in this area. We also present a GitHub repository with a paper list that will be continuously updated at https://github.com/styfeng/DataAug4NLP",a survey of data augmentation approaches for nlp,"data augmentation has recently seen increased interest in nlp due to more work in low-resource domains, new tasks, and the popularity of large-scale neural networks that require large amounts of training data. despite this recent upsurge, this area is still relatively underexplored, perhaps due to the challenges posed by the discrete nature of language data. in this paper, we present a comprehensive and unifying survey of data augmentation for nlp by summarizing the literature in a structured manner. we first introduce and motivate data augmentation for nlp, and then discuss major methodologically representative approaches. next, we highlight techniques that are used for popular nlp applications and tasks. we conclude by outlining current challenges and directions for future research. overall, our paper aims to clarify the landscape of existing literature in data augmentation for nlp and motivate additional work in this area. we also present a github repository with a paper list that will be continuously updated at https://github.com/styfeng/dataaug4nlp",399561e3a149d8e29d4cf8cace9a126f
SURVEY,A Survey on Reinforcement Learning for Recommender Systems,"Recommender systems have been widely applied in different real-life scenarios to help us find useful information. In particular, Reinforcement Learning (RL) based recommender systems have become an emerging research topic in recent years, owing to the interactive nature and autonomous learning ability. Empirical results show that RL-based recommendation methods often surpass most of supervised learning methods. Nevertheless, there are various challenges of applying RL in recommender systems. To understand the challenges and relevant solutions, there should be a reference for researchers and practitioners working on RL-based recommender systems. To this end, we firstly provide a thorough overview, comparisons, and summarization of RL approaches applied in four typical recommendation scenarios, including interactive recommendation, conversational recommendatin, sequential recommendation, and explainable recommendation. Furthermore, we systematically analyze the challenges and relevant solutions on the basis of existing literature. Finally, under discussion for open issues of RL and its limitations of recommender systems, we highlight some potential research directions in this field.",2109.10665,cs.IR,cs.IR,2021-09-22T11:52:38Z,http://arxiv.org/abs/2109.10665v4,Deep Reinforcement Learning,The ML,1.0,survey,"A Survey on Reinforcement Learning for Recommender Systems A Survey on Reinforcement Learning for Recommender Systems Recommender systems have been widely applied in different real-life scenarios to help us find useful information. In particular, Reinforcement Learning (RL) based recommender systems have become an emerging research topic in recent years, owing to the interactive nature and autonomous learning ability. Empirical results show that RL-based recommendation methods often surpass most of supervised learning methods. Nevertheless, there are various challenges of applying RL in recommender systems. To understand the challenges and relevant solutions, there should be a reference for researchers and practitioners working on RL-based recommender systems. To this end, we firstly provide a thorough overview, comparisons, and summarization of RL approaches applied in four typical recommendation scenarios, including interactive recommendation, conversational recommendatin, sequential recommendation, and explainable recommendation. Furthermore, we systematically analyze the challenges and relevant solutions on the basis of existing literature. Finally, under discussion for open issues of RL and its limitations of recommender systems, we highlight some potential research directions in this field.",a survey on reinforcement learning for recommender systems,"recommender systems have been widely applied in different real-life scenarios to help us find useful information. in particular, reinforcement learning (rl) based recommender systems have become an emerging research topic in recent years, owing to the interactive nature and autonomous learning ability. empirical results show that rl-based recommendation methods often surpass most of supervised learning methods. nevertheless, there are various challenges of applying rl in recommender systems. to understand the challenges and relevant solutions, there should be a reference for researchers and practitioners working on rl-based recommender systems. to this end, we firstly provide a thorough overview, comparisons, and summarization of rl approaches applied in four typical recommendation scenarios, including interactive recommendation, conversational recommendatin, sequential recommendation, and explainable recommendation. furthermore, we systematically analyze the challenges and relevant solutions on the basis of existing literature. finally, under discussion for open issues of rl and its limitations of recommender systems, we highlight some potential research directions in this field.",cea782004ae149ed17ef345457cdda43
